month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,address,lat,long
2020-03,punggol,4 room,07 to 09,93,model a,2016,95 years 03 months,483000,259a punggol field,1.40389,103.8929549
2020-03,punggol,4 room,04 to 06,93,premium apartment,2013,91 years 10 months,445000,268a punggol field,1.40389,103.8929549
2020-03,punggol,4 room,01 to 03,95,premium apartment,2013,91 years 10 months,475000,269b punggol field,1.4034122,103.8986832
2020-03,punggol,4 room,10 to 12,93,premium apartment,2013,91 years 10 months,475000,268a punggol field,1.40389,103.8929549
2020-03,punggol,4 room,07 to 09,99,premium apartment,2013,91 years 10 months,550000,267b punggol field,1.40389,103.8929549
2020-03,punggol,4 room,13 to 15,93,model a,2016,95 years 03 months,488000,259a punggol field,1.40389,103.8929549
2020-03,punggol,4 room,13 to 15,92,model a,2014,93 years 01 month,390000,170b punggol field,1.40389,103.8929549
2020-03,punggol,4 room,13 to 15,93,premium apartment,2012,91 years 04 months,510000,306b punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,07 to 09,93,premium apartment,2012,91 years 04 months,470000,306b punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,16 to 18,93,premium apartment,2013,92 years 05 months,548000,273d punggol place,1.40262495,103.9014795
2020-03,punggol,4 room,10 to 12,96,premium apartment,2013,92 years,528000,289d punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,13 to 15,92,model a,2014,93 years 03 months,468000,207a punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,10 to 12,92,model a,2014,93 years 03 months,458000,207b punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,13 to 15,96,premium apartment,2013,92 years,548000,289a punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,16 to 18,92,model a,2014,93 years 03 months,485000,207d punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,04 to 06,98,premium apartment,2013,92 years,513000,288c punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,10 to 12,94,premium apartment,2011,90 years,505000,301d punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,13 to 15,93,premium apartment,2011,90 years,495000,302c punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,04 to 06,93,premium apartment,2011,90 years,440000,303d punggol place,1.4068543,103.9051616
2020-03,punggol,4 room,16 to 18,90,premium apartment,2007,86 years 06 months,415000,195e punggol road,1.3971141,103.9036491
2020-03,punggol,4 room,13 to 15,93,model a,2015,94 years 01 month,432000,213a punggol walk,1.40028945,103.8983545
2020-03,punggol,4 room,04 to 06,93,premium apartment,2014,93 years 02 months,525000,271a punggol walk,1.403736,103.9003324
2020-03,punggol,4 room,16 to 18,92,premium apartment,2016,95 years,590000,308c punggol walk,1.4019959,103.899213
2020-03,punggol,4 room,04 to 06,92,model a,2014,93 years 02 months,450000,211c punggol walk,1.40083175,103.8995833
2020-03,punggol,4 room,10 to 12,92,model a,2014,93 years 01 month,450000,211b punggol walk,1.40121245,103.89978
2020-03,punggol,4 room,10 to 12,92,premium apartment,2016,95 years,485000,308c punggol walk,1.4019959,103.899213
2020-03,punggol,4 room,16 to 18,94,premium apartment,2014,93 years 01 month,543888,271b punggol walk,1.40418695,103.9005813
2020-03,punggol,4 room,10 to 12,92,premium apartment,2014,93 years 01 month,518888,271d punggol walk,1.40352785,103.9008796
2020-03,punggol,4 room,04 to 06,92,premium apartment,2016,95 years,520000,308c punggol walk,1.4019959,103.899213
2020-03,punggol,4 room,10 to 12,92,premium apartment,2016,95 years,506000,308c punggol walk,1.4019959,103.899213
2020-03,punggol,4 room,16 to 18,92,model a,2015,94 years 05 months,511000,266a punggol way,1.405934,103.8980435
2020-03,punggol,4 room,13 to 15,93,model a,2016,95 years 04 months,498888,261b punggol way,1.40599755,103.8965174
2020-03,punggol,4 room,07 to 09,93,model a,2016,95 years 03 months,495000,261c punggol way,1.4173999,103.9047509
2020-03,punggol,4 room,16 to 18,92,model a,2015,94 years 03 months,535000,265c punggol way,1.4173999,103.9047509
2020-03,punggol,4 room,13 to 15,93,model a,2016,95 years 03 months,490000,260c punggol way,1.4052093,103.8963697
2020-03,punggol,4 room,13 to 15,92,model a,2015,94 years 03 months,511888,265c punggol way,1.4173999,103.9047509
2020-03,punggol,4 room,13 to 15,92,model a,2015,94 years 03 months,498888,265d punggol way,1.4173999,103.9047509
2020-03,punggol,4 room,10 to 12,93,model a,2016,95 years 03 months,500000,260b punggol way,1.4048612,103.8963185
2020-03,punggol,4 room,13 to 15,92,model a,2015,94 years 03 months,515000,265c punggol way,1.4173999,103.9047509
2020-03,punggol,4 room,01 to 03,92,model a,2015,94 years 03 months,400000,265b punggol way,1.4173999,103.9047509
2020-03,punggol,4 room,04 to 06,93,model a,2016,95 years 03 months,448000,261c punggol way,1.4173999,103.9047509
2020-03,punggol,4 room,10 to 12,93,model a,2016,95 years 03 months,500000,260c punggol way,1.4052093,103.8963697
2020-03,punggol,5 room,16 to 18,110,improved,2003,82 years 02 months,443800,103a edgefield plains,1.3980674,103.9070194
2020-03,punggol,5 room,10 to 12,110,premium apartment,2005,83 years 10 months,438000,647 punggol central,1.4009033,103.908953
2020-03,punggol,5 room,16 to 18,110,premium apartment,2005,83 years 11 months,490000,643 punggol central,1.4009033,103.908953
2020-03,punggol,5 room,16 to 18,114,premium apartment,2004,83 years 02 months,475000,161b punggol central,1.4009033,103.908953
2020-03,punggol,5 room,01 to 03,112,premium apartment,2005,83 years 11 months,415000,638a punggol drive,1.4073569,103.9050972
2020-03,punggol,5 room,10 to 12,110,premium apartment,2005,83 years 11 months,440000,642d punggol drive,1.39885725,103.9157778
2020-03,punggol,5 room,01 to 03,113,improved,2016,95 years 03 months,531000,259c punggol field,1.40389,103.8929549
2020-03,punggol,5 room,13 to 15,110,improved,2003,82 years 09 months,453000,173a punggol field,1.40389,103.8929549
2020-03,punggol,5 room,13 to 15,113,premium apartment,2013,91 years 10 months,643000,270c punggol field,1.4042572,103.8987751
2020-03,punggol,5 room,13 to 15,110,improved,2002,81 years 06 months,455000,101d punggol field,1.40389,103.8929549
2020-03,punggol,5 room,13 to 15,112,improved,2003,82 years 04 months,440000,199c punggol field,1.40389,103.8929549
2020-03,punggol,5 room,07 to 09,110,improved,2004,83 years 08 months,460000,204d punggol field,1.40389,103.8929549
2020-03,punggol,5 room,01 to 03,113,improved,2016,95 years 03 months,535000,258c punggol field,1.40389,103.8929549
2020-03,punggol,5 room,07 to 09,110,improved,2004,83 years 07 months,428000,205a punggol field,1.40389,103.8929549
2020-03,punggol,5 room,13 to 15,112,improved,2014,93 years 01 month,545000,170a punggol field,1.40389,103.8929549
2020-03,punggol,5 room,16 to 18,110,improved,2002,81 years 08 months,442000,102a punggol field,1.40389,103.8929549
2020-03,punggol,5 room,13 to 15,110,improved,2003,82 years 04 months,438000,128d punggol field walk,1.3923839,103.9129346
2020-03,punggol,5 room,07 to 09,112,improved,2014,93 years 03 months,540000,207d punggol place,1.4068543,103.9051616
2020-03,punggol,5 room,07 to 09,113,improved,2015,94 years 02 months,562888,213c punggol walk,1.4007036,103.8989236
2020-03,punggol,5 room,04 to 06,113,improved,2015,94 years 01 month,460000,213b punggol walk,1.40077825,103.8984353
2020-03,punggol,5 room,07 to 09,113,improved,2015,94 years 01 month,570000,213b punggol walk,1.40077825,103.8984353
2020-03,punggol,5 room,01 to 03,116,premium apartment,2014,93 years 01 month,622500,272b punggol walk,1.40333995,103.9002201
2020-03,punggol,5 room,13 to 15,113,improved,2016,95 years 03 months,606000,261b punggol way,1.40599755,103.8965174
2020-03,punggol,5 room,04 to 06,113,improved,2016,95 years 03 months,548000,260a punggol way,1.40483115,103.896654
2020-03,punggol,5 room,10 to 12,112,improved,2015,94 years 03 months,605000,265a punggol way,1.4173999,103.9047509
2020-03,punggol,executive,01 to 03,128,premium apartment,2003,82 years 09 months,520000,181 edgefield plains,1.3980674,103.9070194
2020-03,punggol,executive,04 to 06,130,premium apartment,2003,82 years 04 months,535000,116 edgefield plains,1.3980674,103.9070194
2020-03,punggol,executive,01 to 03,129,premium apartment,2003,82 years 04 months,500000,114 edgefield plains,1.3980674,103.9070194
2020-03,punggol,executive,04 to 06,130,premium apartment,2003,82 years 04 months,515000,114 edgefield plains,1.3980674,103.9070194
2020-03,punggol,executive,01 to 03,128,premium apartment,2004,83 years 01 month,520000,188 punggol central,1.4009033,103.908953
2020-03,queenstown,3 room,04 to 06,60,standard,1967,45 years 10 months,260000,83 commonwealth close,1.30467435,103.800428
2020-03,queenstown,3 room,04 to 06,60,standard,1967,45 years 10 months,273000,81 commonwealth close,1.30377905,103.8004015
2020-03,queenstown,3 room,04 to 06,60,standard,1969,47 years 11 months,260000,111 commonwealth cres,1.30634315,103.7984923
2020-03,queenstown,3 room,04 to 06,60,standard,1969,47 years 10 months,245000,108 commonwealth cres,1.307525,103.7991512
2020-03,queenstown,3 room,04 to 06,60,standard,1967,45 years 10 months,255000,93 commonwealth drive,40.75206595,-73.35612325
2020-03,queenstown,3 room,04 to 06,60,standard,1967,45 years 10 months,248000,95 commonwealth drive,40.75211715,-73.35584748
2020-03,queenstown,3 room,04 to 06,68,model a,2015,93 years 11 months,490000,53 commonwealth drive,43.6946919,-70.30582154
2020-03,queenstown,3 room,04 to 06,68,standard,1967,45 years 10 months,245000,89 commonwealth drive,43.69403442,-70.30617663
2020-03,queenstown,3 room,07 to 09,65,improved,1976,55 years 04 months,295000,21 dover cres,45.9316443,-66.6460589
2020-03,queenstown,3 room,10 to 12,65,improved,1977,56 years 03 months,318000,19 ghim moh road,1.31143285,103.7882794
2020-03,queenstown,3 room,07 to 09,65,improved,1976,55 years 05 months,285000,1 ghim moh road,1.31288055,103.7869286
2020-03,queenstown,3 room,07 to 09,65,improved,1976,55 years 04 months,290000,2 ghim moh road,1.3123423,103.7869481
2020-03,queenstown,3 room,07 to 09,65,improved,1976,55 years 04 months,300000,5 ghim moh road,1.3126522,103.7882922
2020-03,queenstown,3 room,07 to 09,65,improved,1974,53 years 02 months,350000,2 holland avenue,44.7036235,-73.4647045
2020-03,queenstown,3 room,10 to 12,65,improved,1975,53 years 10 months,430000,12 holland avenue,42.59379475,-72.62614095
2020-03,queenstown,3 room,04 to 06,65,improved,1974,53 years 02 months,313000,2 holland avenue,44.7036235,-73.4647045
2020-03,queenstown,3 room,04 to 06,65,improved,1974,53 years 03 months,356000,4 holland close,51.5966046,-3.053446607
2020-03,queenstown,3 room,01 to 03,65,improved,1974,53 years 03 months,372000,6 holland close,51.59654055,-3.053269421
2020-03,queenstown,3 room,19 to 21,65,improved,1974,53 years 02 months,425000,4 holland close,51.5966046,-3.053446607
2020-03,queenstown,3 room,13 to 15,67,improved,1970,48 years 10 months,260000,154 mei ling street,1.2938177,103.8036648
2020-03,queenstown,3 room,01 to 03,72,improved,1970,49 years 04 months,333000,160 mei ling street,1.2920659,103.8043039
2020-03,queenstown,3 room,10 to 12,60,improved,1970,49 years 05 months,248000,171 stirling road,52.4733678,-1.9344597
2020-03,queenstown,3 room,07 to 09,60,improved,1971,49 years 11 months,250000,168 stirling road,52.4733678,-1.9344597
2020-03,queenstown,3 room,07 to 09,60,improved,1970,49 years 05 months,242000,171 stirling road,52.4733678,-1.9344597
2020-03,queenstown,3 room,07 to 09,60,improved,1970,49 years 04 months,238000,170 stirling road,52.4733678,-1.9344597
2020-03,queenstown,3 room,10 to 12,69,model a,2011,90 years 05 months,565000,61a strathmore avenue,42.84899058,-78.81785989
2020-03,queenstown,3 room,40 to 42,60,model a,2008,87 years 05 months,560000,89 tanglin halt road,1.30118995,103.798929
2020-03,queenstown,4 room,16 to 18,106,model a,1996,75 years 06 months,700000,7 commonwealth avenue,42.69821645,-71.14407379
2020-03,queenstown,4 room,07 to 09,83,premium apartment,2016,95 years 02 months,760000,89 dawson road,42.29441641,-71.85949441
2020-03,queenstown,4 room,01 to 03,95,model a,2012,91 years,660000,28c dover cres,1.3057329,103.7823708
2020-03,queenstown,4 room,19 to 21,87,model a,2013,92 years 01 month,860000,22 ghim moh link,1.3092395,103.7856974
2020-03,queenstown,4 room,04 to 06,104,model a,1998,77 years 08 months,695000,3a holland close,1.30856785,103.7969376
2020-03,queenstown,4 room,10 to 12,90,model a,2006,85 years 04 months,663000,49 strathmore avenue,52.40340085,-1.498133251
2020-03,queenstown,4 room,01 to 03,90,model a,2006,85 years 06 months,660000,50 strathmore avenue,52.4033003,-1.49850628
2020-03,queenstown,4 room,01 to 03,90,model a,2008,87 years 05 months,645000,89 tanglin halt road,1.30118995,103.798929
2020-03,queenstown,4 room,19 to 21,85,model a,2008,87 years 05 months,728000,91 tanglin halt road,1.30075895,103.7994247
2020-03,queenstown,4 room,25 to 27,90,model a,2008,87 years 05 months,788000,91 tanglin halt road,1.30075895,103.7994247
2020-03,queenstown,5 room,16 to 18,117,standard,1978,56 years 10 months,750000,14 dover close east,1.30554365,103.7856271
2020-03,queenstown,5 room,07 to 09,117,standard,1975,53 years 10 months,760000,21 holland drive,42.0781971,-72.46950087
2020-03,queenstown,5 room,13 to 15,132,model a,1995,74 years 05 months,850000,146 mei ling street,1.2939101,103.8045221
2020-03,queenstown,5 room,04 to 06,130,model a,1993,72 years 03 months,860000,80 strathmore avenue,52.40246025,-1.497939291
2020-03,queenstown,executive,10 to 12,155,apartment,1993,72 years 04 months,890000,22 dover cres,1.3071048,103.7836027
2020-03,queenstown,executive,13 to 15,145,apartment,1995,74 years 07 months,1030000,148 mei ling street,1.2943763,103.8044831
2020-03,sembawang,2 room,19 to 21,46,model a,2015,94 years 02 months,228000,463a sembawang drive,1.4555825,103.8140894
2020-03,sembawang,2 room,04 to 06,46,model a,2015,94 years 02 months,218000,463a sembawang drive,1.4555825,103.8140894
2020-03,sembawang,3 room,16 to 18,68,model a,2015,94 years 02 months,300000,590a montreal link,1.4502042,103.826977
2020-03,sembawang,3 room,10 to 12,68,model a,2015,94 years 01 month,330000,593b montreal link,1.4509113,103.8267419
2020-03,sembawang,4 room,04 to 06,95,premium apartment,2001,80 years 06 months,352000,359b admiralty drive,1.44949165,103.8151051
2020-03,sembawang,4 room,07 to 09,93,model a,2015,94 years 01 month,400000,590b montreal link,1.4509113,103.8267419
2020-03,sembawang,4 room,04 to 06,93,model a,2015,94 years 02 months,383000,592b montreal link,1.4509113,103.8267419
2020-03,sembawang,4 room,07 to 09,93,model a,2015,94 years 02 months,398000,592b montreal link,1.4509113,103.8267419
2020-03,sembawang,4 room,16 to 18,93,model a,2015,94 years 01 month,428000,590b montreal link,1.4509113,103.8267419
2020-03,sembawang,4 room,07 to 09,93,model a,2015,94 years 02 months,395000,592b montreal link,1.4509113,103.8267419
2020-03,sembawang,4 room,10 to 12,93,model a,2015,94 years 01 month,400000,590c montreal link,1.4509113,103.8267419
2020-03,sembawang,4 room,13 to 15,93,model a,2015,94 years 01 month,418000,592a montreal link,1.45090595,103.8272426
2020-03,sembawang,4 room,01 to 03,100,model a,1999,78 years 02 months,346000,320 sembawang close,1.44646155,103.8188667
2020-03,sembawang,4 room,10 to 12,95,premium apartment,2001,80 years 03 months,375000,341a sembawang close,1.4475897,103.8171664
2020-03,sembawang,4 room,10 to 12,101,model a,1999,78 years 02 months,376000,328 sembawang cres,1.4466625,103.8147847
2020-03,sembawang,4 room,01 to 03,101,model a,1999,78 years 04 months,320000,338 sembawang cres,1.4458738,103.8152454
2020-03,sembawang,4 room,13 to 15,90,model a2,2001,80 years,340000,406 sembawang drive,1.4525482,103.8169507
2020-03,sembawang,4 room,10 to 12,90,model a,2000,79 years 05 months,327000,481 sembawang drive,1.45274815,103.8150242
2020-03,sembawang,4 room,13 to 15,90,model a,2001,80 years 01 month,336000,409 sembawang drive,1.4530607,103.8176719
2020-03,sembawang,5 room,01 to 03,118,premium apartment,2001,80 years 02 months,375000,468c admiralty drive,1.4504504,103.8147693
2020-03,sembawang,5 room,07 to 09,111,improved,2004,83 years 01 month,380000,492 admiralty link,1.4564669,103.817176
2020-03,sembawang,5 room,13 to 15,111,improved,2003,82 years 04 months,372000,484 admiralty link,1.4544973,103.8151495
2020-03,sembawang,5 room,19 to 21,110,improved,2004,83 years 01 month,365000,492 admiralty link,1.4564669,103.817176
2020-03,sembawang,5 room,10 to 12,110,improved,2001,80 years 05 months,445000,503b canberra link,1.45053225,103.8221559
2020-03,sembawang,5 room,13 to 15,121,improved,1998,77 years 08 months,449500,306 canberra road,1.44587185,103.8224443
2020-03,sembawang,5 room,10 to 12,110,improved,2001,80 years 06 months,460000,350a canberra road,1.4505682,103.8206342
2020-03,sembawang,5 room,10 to 12,123,improved,1999,78 years 03 months,438000,323 sembawang close,1.4475897,103.8171664
2020-03,sembawang,5 room,10 to 12,110,premium apartment,2001,80 years 03 months,438000,340b sembawang close,1.44724075,103.8181929
2020-03,sembawang,5 room,10 to 12,120,improved,1999,78 years 04 months,460000,330 sembawang close,1.44665465,103.8181177
2020-03,sembawang,5 room,04 to 06,110,premium apartment,2006,85 years,380000,466b sembawang drive,1.4440676,103.8206094
2020-03,sembawang,5 room,13 to 15,120,improved,1999,77 years 11 months,480000,313 sembawang drive,1.4440676,103.8206094
2020-03,sembawang,5 room,07 to 09,110,improved,2000,79 years 06 months,395000,470 sembawang drive,1.4516567,103.8153827
2020-03,sembawang,5 room,13 to 15,110,improved,2001,80 years 01 month,410000,410 sembawang drive,1.45278705,103.8180539
2020-03,sembawang,5 room,13 to 15,110,improved,2001,80 years 01 month,405000,409 sembawang drive,1.4530607,103.8176719
2020-03,sembawang,5 room,07 to 09,121,improved,1999,78 years 02 months,443000,316 sembawang vista,1.4463578,103.8209504
2020-03,sembawang,5 room,07 to 09,111,improved,2001,80 years 09 months,388000,507b wellington circle,42.69005714,-83.18052167
2020-03,sembawang,executive,04 to 06,125,apartment,2002,80 years 10 months,534888,354d admiralty drive,1.45084105,103.818764
2020-03,sembawang,executive,10 to 12,137,premium apartment,2001,80 years 02 months,456888,468b admiralty drive,1.4500965,103.8142318
2020-03,sembawang,executive,01 to 03,130,apartment,2001,80 years 05 months,488000,501d wellington circle,42.690056,-83.180549
2020-03,sembawang,executive,04 to 06,130,apartment,2001,80 years 05 months,500000,502a wellington circle,42.68989042,-83.1805445
2020-03,sengkang,2 room,04 to 06,44,model a,2007,86 years 05 months,236000,302b anchorvale link,1.38797715,103.8908625
2020-03,sengkang,2 room,07 to 09,44,model a,2007,86 years 04 months,238000,302b anchorvale link,1.38797715,103.8908625
2020-03,sengkang,2 room,07 to 09,46,model a,2015,94 years 04 months,245000,453a fernvale road,1.3942332,103.8759622
2020-03,sengkang,2 room,04 to 06,47,model a,2013,92 years 08 months,230000,447b jalan kayu,1.39243935,103.8730082
2020-03,sengkang,2 room,10 to 12,47,model a,2015,94 years 01 month,240000,180b rivervale cres,1.3890849,103.906927
2020-03,sengkang,2 room,10 to 12,47,model a,2015,94 years,258000,180b rivervale cres,1.3890849,103.906927
2020-03,sengkang,3 room,01 to 03,67,premium apartment,2015,94 years 09 months,325000,334c anchorvale cres,1.3974189,103.8898026
2020-03,sengkang,3 room,01 to 03,67,premium apartment,2015,94 years 09 months,325000,336a anchorvale cres,1.3975492,103.8893542
2020-03,sengkang,3 room,07 to 09,67,model a,2011,90 years 09 months,347000,209a compassvale lane,1.38358115,103.8986181
2020-03,sengkang,3 room,04 to 06,68,model a,2013,91 years 11 months,320000,210c compassvale lane,1.3843387,103.8993628
2020-03,sengkang,3 room,13 to 15,67,model a,2011,90 years 08 months,350000,209b compassvale lane,1.3838038,103.8987068
2020-03,sengkang,3 room,13 to 15,68,model a,2016,94 years 10 months,340000,414a fernvale link,1.3928142,103.8790207
2020-03,sengkang,3 room,16 to 18,68,model a,2016,94 years 10 months,360000,414b fernvale link,1.39002175,103.8798088
2020-03,sengkang,3 room,01 to 03,67,model a,2015,94 years 05 months,315000,453d fernvale road,1.3942332,103.8759622
2020-03,sengkang,3 room,25 to 27,69,model a,2011,89 years 11 months,348000,439c sengkang west avenue,1.3921842,103.8799967
2020-03,sengkang,3 room,10 to 12,69,model a,2011,89 years 11 months,333000,438b sengkang west avenue,1.3927775,103.8776862
2020-03,sengkang,4 room,13 to 15,92,premium apartment,2015,94 years 10 months,483888,336b anchorvale cres,1.3976346,103.889181
2020-03,sengkang,4 room,01 to 03,92,premium apartment,2015,94 years 09 months,383000,334a anchorvale cres,1.3984442,103.8896261
2020-03,sengkang,4 room,16 to 18,92,premium apartment,2015,94 years 09 months,486000,336d anchorvale cres,1.3977898,103.8882438
2020-03,sengkang,4 room,13 to 15,92,premium apartment,2015,94 years 09 months,475000,334c anchorvale cres,1.3974189,103.8898026
2020-03,sengkang,4 room,16 to 18,93,premium apartment,2002,81 years 08 months,370000,311d anchorvale lane,1.39187155,103.8846161
2020-03,sengkang,4 room,13 to 15,95,premium apartment,2002,81 years 08 months,352000,311c anchorvale lane,1.3915909,103.8845816
2020-03,sengkang,4 room,04 to 06,92,model a,2015,94 years 03 months,445000,333b anchorvale link,1.39455765,103.8914203
2020-03,sengkang,4 room,01 to 03,92,premium apartment,2003,82 years 03 months,340000,314a anchorvale link,1.3909882,103.8891768
2020-03,sengkang,4 room,13 to 15,92,model a,2015,94 years 03 months,475000,332a anchorvale link,1.3960724,103.8907874
2020-03,sengkang,4 room,13 to 15,85,model a2,2001,80 years 06 months,365000,303c anchorvale link,1.3877387,103.8903384
2020-03,sengkang,4 room,04 to 06,92,model a,2015,94 years 03 months,458000,332b anchorvale link,1.3960724,103.8907874
2020-03,sengkang,4 room,10 to 12,92,premium apartment,2015,94 years 01 month,465000,326d anchorvale road,1.3962462,103.887638
2020-03,sengkang,4 room,10 to 12,90,model a,2001,80 years 08 months,362000,307d anchorvale road,1.3903605,103.8862535
2020-03,sengkang,4 room,07 to 09,90,model a,2002,80 years 11 months,345000,308c anchorvale road,1.3962462,103.887638
2020-03,sengkang,4 room,10 to 12,93,model a,2015,94 years 06 months,460000,331a anchorvale street,1.39607725,103.8904635
2020-03,sengkang,4 room,13 to 15,93,model a,2015,94 years 05 months,453000,330a anchorvale street,1.3966544,103.8899728
2020-03,sengkang,4 room,16 to 18,92,model a,2015,94 years 05 months,480000,330b anchorvale street,1.39658785,103.8903085
2020-03,sengkang,4 room,04 to 06,92,model a,2015,94 years 05 months,455000,331b anchorvale street,1.39560535,103.8901619
2020-03,sengkang,4 room,01 to 03,92,premium apartment,2007,86 years 05 months,380000,266c compassvale bow,1.3832075,103.891086
2020-03,sengkang,4 room,04 to 06,95,premium apartment,2012,91 years 07 months,405000,213a compassvale lane,1.38592995,103.9002576
2020-03,sengkang,4 room,07 to 09,92,premium apartment,2009,88 years 03 months,600000,275a compassvale link,1.3828713,103.8946258
2020-03,sengkang,4 room,07 to 09,91,premium apartment,2006,84 years 11 months,480000,269c compassvale link,1.3835157,103.8951601
2020-03,sengkang,4 room,04 to 06,90,premium apartment,2006,84 years 11 months,380000,268a compassvale link,1.3835157,103.8951601
2020-03,sengkang,4 room,04 to 06,90,premium apartment,2009,88 years 03 months,515000,277b compassvale link,1.382334,103.8944668
2020-03,sengkang,4 room,13 to 15,92,premium apartment,2009,88 years 03 months,580000,277c compassvale link,1.3835157,103.8951601
2020-03,sengkang,4 room,07 to 09,92,premium apartment,2009,88 years 03 months,552000,277c compassvale link,1.3835157,103.8951601
2020-03,sengkang,4 room,13 to 15,90,premium apartment,2009,88 years 05 months,583000,273d compassvale link,1.38411315,103.8944165
2020-03,sengkang,4 room,04 to 06,90,premium apartment,2009,88 years 03 months,530000,275a compassvale link,1.3828713,103.8946258
2020-03,sengkang,4 room,13 to 15,100,model a,1999,78 years 04 months,400000,236 compassvale walk,1.39053855,103.8993129
2020-03,sengkang,4 room,16 to 18,100,model a,1999,78 years 08 months,395000,238 compassvale walk,1.39055405,103.8988807
2020-03,sengkang,4 room,04 to 06,102,model a,1999,78 years 09 months,368000,228b compassvale walk,1.38775725,103.9011209
2020-03,sengkang,4 room,13 to 15,93,model a,2016,94 years 11 months,438888,415a fernvale link,1.3891757,103.8796224
2020-03,sengkang,4 room,10 to 12,93,model a,2016,94 years 10 months,437777,415a fernvale link,1.3891757,103.8796224
2020-03,sengkang,4 room,07 to 09,93,model a,2016,94 years 10 months,416000,416a fernvale link,1.3905714,103.8799445
2020-03,sengkang,4 room,01 to 03,93,model a,2016,94 years 10 months,416000,416c fernvale link,1.38990545,103.8803844
2020-03,sengkang,4 room,10 to 12,93,model a,2016,95 years 06 months,420000,468b fernvale link,1.3928142,103.8790207
2020-03,sengkang,4 room,13 to 15,93,model a,2016,94 years 10 months,425000,415c fernvale link,1.3928142,103.8790207
2020-03,sengkang,4 room,07 to 09,95,premium apartment,2004,83 years,372000,412a fernvale link,1.3891961,103.8779755
2020-03,sengkang,4 room,10 to 12,92,model a,2015,94 years 04 months,425000,440b fernvale link,1.39338965,103.8781944
2020-03,sengkang,4 room,16 to 18,93,model a,2016,94 years 10 months,468888,415b fernvale link,1.3888404,103.8801156
2020-03,sengkang,4 room,25 to 27,92,model a,2015,94 years 04 months,470000,440c fernvale link,1.39259085,103.8784299
2020-03,sengkang,4 room,19 to 21,93,model a,2016,94 years 10 months,442000,415a fernvale link,1.3891757,103.8796224
2020-03,sengkang,4 room,07 to 09,93,model a,2016,94 years 10 months,414000,415a fernvale link,1.3891757,103.8796224
2020-03,sengkang,4 room,13 to 15,93,model a,2016,94 years 10 months,460000,415a fernvale link,1.3891757,103.8796224
2020-03,sengkang,4 room,13 to 15,93,model a,2016,94 years 10 months,460000,415c fernvale link,1.3928142,103.8790207
2020-03,sengkang,4 room,22 to 24,92,model a,2015,94 years 02 months,450000,430d fernvale link,1.3928142,103.8790207
2020-03,sengkang,4 room,16 to 18,93,model a,2012,91 years,434000,441a fernvale road,1.3912104,103.8753124
2020-03,sengkang,4 room,22 to 24,92,model a,2015,94 years 05 months,436000,453d fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,04 to 06,92,model a,2015,94 years 05 months,405000,453c fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,16 to 18,96,model a,2010,89 years,425000,436a fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,01 to 03,95,premium apartment,2005,83 years 10 months,335000,407a fernvale road,1.3884585,103.8752596
2020-03,sengkang,4 room,04 to 06,95,premium apartment,2012,91 years 08 months,405000,411a fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,07 to 09,92,model a,2015,94 years 04 months,415000,453d fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,04 to 06,90,premium apartment,2004,83 years 08 months,342000,406a fernvale road,1.38808855,103.8742582
2020-03,sengkang,4 room,10 to 12,94,premium apartment,2013,92 years 03 months,438000,435b fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,19 to 21,96,premium apartment,2012,91 years 08 months,450888,411b fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,07 to 09,92,model a,2015,94 years 04 months,418000,453d fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,13 to 15,92,model a,2015,94 years 04 months,420000,453b fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,22 to 24,94,premium apartment,2013,92 years 03 months,456000,434b fernvale road,1.3942332,103.8759622
2020-03,sengkang,4 room,16 to 18,93,model a,2015,94 years 01 month,392888,180c rivervale cres,1.3890849,103.906927
2020-03,sengkang,4 room,16 to 18,100,model a,1999,78 years 06 months,390000,149 rivervale cres,1.3890849,103.906927
2020-03,sengkang,4 room,01 to 03,91,premium apartment,2003,82 years 08 months,350000,158b rivervale cres,1.3890849,103.906927
2020-03,sengkang,4 room,07 to 09,90,model a,2005,84 years 09 months,369000,150 rivervale cres,1.3923343,103.9063994
2020-03,sengkang,4 room,01 to 03,90,model a,2005,84 years 09 months,340000,156 rivervale cres,1.3890849,103.906927
